question_id,module_id,topic_id,concept_tag,n_options,correct_choice_id,correct_option_text,duplicate_option_text,duplicate_option_id,correct_choice_id_not_in_options,correct_answer_text_not_in_options,issue_count,issues,option_texts
module_8_topup_086,module_8,ht_mean,one_sample_t_test,4,b,Population mean,FALSE,FALSE,FALSE,FALSE,0,,Categorical count | Population mean | Population proportion | Correlation
module_8_topup_087,module_8,ht_foundations,null_alternative,4,b,Null hypothesis,FALSE,FALSE,FALSE,FALSE,0,,Alternative only | Null hypothesis | Graph title | Sample statistic only
module_8_topup_088,module_8,ht_foundations,p_value_interpretation,4,b,How unusual the sample result would be if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The probability H0 is true | How unusual the sample result would be if H0 were true | The confidence level | The sample size
module_8_topup_089,module_8,ht_mean,one_sample_t_test,4,c,Population mean,FALSE,FALSE,FALSE,FALSE,0,,Population proportion | Categorical count | Population mean | Correlation
module_8_topup_090,module_8,ht_foundations,null_alternative,4,b,Null hypothesis,FALSE,FALSE,FALSE,FALSE,0,,Alternative only | Null hypothesis | Graph title | Sample statistic only
module_8_topup_091,module_8,ht_prop,one_proportion_test,4,d,Population proportion,FALSE,FALSE,FALSE,FALSE,0,,Regression slope | Standard deviation | Population mean | Population proportion
module_8_topup_092,module_8,ht_foundations,p_value_interpretation,4,b,How unusual the sample result would be if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The sample size | How unusual the sample result would be if H0 were true | The confidence level | The probability H0 is true
module_8_topup_093,module_8,ht_foundations,p_value_interpretation,4,a,How unusual the sample result would be if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,How unusual the sample result would be if H0 were true | The probability H0 is true | The sample size | The confidence level
module_8_topup_094,module_8,ht_mean,one_sample_t_test,4,c,Population mean,FALSE,FALSE,FALSE,FALSE,0,,Categorical count | Population proportion | Population mean | Correlation
module_8_topup_095,module_8,ht_foundations,null_alternative,4,d,Null hypothesis,FALSE,FALSE,FALSE,FALSE,0,,Graph title | Sample statistic only | Alternative only | Null hypothesis
module_8_topup_096,module_8,ht_foundations,p_value_interpretation,4,c,How unusual the sample result would be if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,The confidence level | The sample size | How unusual the sample result would be if H0 were true | The probability H0 is true
module_8_topup_097,module_8,ht_foundations,p_value_interpretation,4,a,How unusual the sample result would be if H0 were true,FALSE,FALSE,FALSE,FALSE,0,,How unusual the sample result would be if H0 were true | The probability H0 is true | The sample size | The confidence level
module_8_topup_098,module_8,ht_foundations,null_alternative,4,b,Null hypothesis,FALSE,FALSE,FALSE,FALSE,0,,Graph title | Null hypothesis | Alternative only | Sample statistic only
module_8_topup_099,module_8,ht_mean,one_sample_t_test,4,a,Population mean,FALSE,FALSE,FALSE,FALSE,0,,Population mean | Categorical count | Correlation | Population proportion
module_9_topup_100,module_9,uses_abuses_tests,statistical_vs_practical_significance,4,d,Is the difference practically important?,FALSE,FALSE,FALSE,FALSE,0,,Is p greater than 1? | Is the sample mean impossible? | Is the variable categorical? | Is the difference practically important?
module_9_topup_101,module_9,uses_abuses_tests,conclusion_language,4,d,There is not enough evidence against H0,FALSE,FALSE,FALSE,FALSE,0,,H0 has been proven true | The sample has no variability | The alternative is impossible | There is not enough evidence against H0
module_9_topup_102,module_9,uses_abuses_tests,data_context,4,a,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A conclusion in the setting of the problem | A pie chart always | A new sample mean | A second p-value only
module_9_topup_103,module_9,uses_abuses_tests,statistical_vs_practical_significance,4,a,Is the difference practically important?,FALSE,FALSE,FALSE,FALSE,0,,Is the difference practically important? | Is p greater than 1? | Is the variable categorical? | Is the sample mean impossible?
module_9_topup_104,module_9,uses_abuses_tests,data_context,4,c,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A pie chart always | A second p-value only | A conclusion in the setting of the problem | A new sample mean
module_9_topup_105,module_9,uses_abuses_tests,data_context,4,d,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A pie chart always | A second p-value only | A new sample mean | A conclusion in the setting of the problem
module_9_topup_106,module_9,uses_abuses_tests,conditions,4,b,The inference may not be trustworthy,FALSE,FALSE,FALSE,FALSE,0,,The p-value must be exactly 0 | The inference may not be trustworthy | The mean becomes a parameter | The graph must be a pie chart
module_9_topup_107,module_9,uses_abuses_tests,data_context,4,a,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A conclusion in the setting of the problem | A pie chart always | A new sample mean | A second p-value only
module_9_topup_108,module_9,uses_abuses_tests,data_context,4,c,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A new sample mean | A second p-value only | A conclusion in the setting of the problem | A pie chart always
module_9_topup_109,module_9,uses_abuses_tests,data_context,4,d,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A second p-value only | A pie chart always | A new sample mean | A conclusion in the setting of the problem
module_9_topup_110,module_9,uses_abuses_tests,conclusion_language,4,a,There is not enough evidence against H0,FALSE,FALSE,FALSE,FALSE,0,,There is not enough evidence against H0 | The alternative is impossible | The sample has no variability | H0 has been proven true
module_9_topup_111,module_9,uses_abuses_tests,conclusion_language,4,b,There is not enough evidence against H0,FALSE,FALSE,FALSE,FALSE,0,,The sample has no variability | There is not enough evidence against H0 | The alternative is impossible | H0 has been proven true
module_9_topup_112,module_9,uses_abuses_tests,conditions,4,b,The inference may not be trustworthy,FALSE,FALSE,FALSE,FALSE,0,,The p-value must be exactly 0 | The inference may not be trustworthy | The graph must be a pie chart | The mean becomes a parameter
module_9_topup_113,module_9,uses_abuses_tests,statistical_vs_practical_significance,4,a,Is the difference practically important?,FALSE,FALSE,FALSE,FALSE,0,,Is the difference practically important? | Is the variable categorical? | Is the sample mean impossible? | Is p greater than 1?
module_9_topup_114,module_9,uses_abuses_tests,data_context,4,a,A conclusion in the setting of the problem,FALSE,FALSE,FALSE,FALSE,0,,A conclusion in the setting of the problem | A pie chart always | A new sample mean | A second p-value only
module_9_topup_115,module_9,uses_abuses_tests,conclusion_language,4,b,There is not enough evidence against H0,FALSE,FALSE,FALSE,FALSE,0,,H0 has been proven true | There is not enough evidence against H0 | The alternative is impossible | The sample has no variability
