question_id,module_id,module_label,topic_id,topic_label,concept_tag,difficulty,format,question_text,choices,correct_choice_id,correct_answer,accepted_answers,hint,explanation,source_basis,review_status,generated_by,question_family,answer_type,grading_rule,hint_1,hint_2,hint_3,concept_explanation,solution_explanation,misconception_notes,visual_id,visual_ids,visual_template_id,visual_params,visual_position,visual_required,tutor_visual_ids,generation_method,evidence_used,safe_for_demo,created_at,reviewed_status
module_1_graph_choice_005,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,Which graph is most appropriate for displaying blood type counts?,"[{""id"": ""a"", ""text"": ""Histogram""}, {""id"": ""b"", ""text"": ""Bar chart""}, {""id"": ""c"", ""text"": ""Scatterplot""}, {""id"": ""d"", ""text"": ""Time plot""}, {""id"": ""e"", ""text"": ""Pie chart""}]",b,Bar chart,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,graph_choice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_graph_choice_006,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,Which graph is most appropriate for displaying household incomes?,"[{""id"": ""a"", ""text"": ""Bar chart""}, {""id"": ""b"", ""text"": ""Histogram""}, {""id"": ""c"", ""text"": ""Time plot""}, {""id"": ""d"", ""text"": ""Pie chart""}, {""id"": ""e"", ""text"": ""Scatterplot""}]",b,Histogram,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time. In this item, **Histogram** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,graph_choice,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time.","A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time. In this item, **Histogram** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_graph_choice_visual_001,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,Use the visual aid. Which display is designed for category labels with separated bars?,"[{""id"": ""a"", ""text"": ""Bar chart""}, {""id"": ""b"", ""text"": ""Stemplot""}, {""id"": ""c"", ""text"": ""Histogram""}, {""id"": ""d"", ""text"": ""Scatterplot""}, {""id"": ""e"", ""text"": ""Pie chart""}]",a,Bar chart,,"Use the displayed visual to identify what is being counted, measured, shaded, or compared.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,graph_choice_visual,multiple_choice,exact_choice,"Use the displayed visual to identify what is being counted, measured, shaded, or compared.",Match the visual feature to the exact wording of the question before choosing an answer.,,"A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals.","A bar chart is the best match because the values are categories or group labels, and the goal is to compare counts or percents across groups. Histograms are for quantitative measurements grouped into intervals. In this item, **Bar chart** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",recreated_bar_chart_categorical,recreated_bar_chart_categorical,bar_chart_categorical,{},above,True,recreated_bar_chart_categorical,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_graph_choice_visual_002,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,graph_selection,core,multiple_choice,Use the visual aid. Which display shows a quantitative distribution using adjacent bins?,"[{""id"": ""a"", ""text"": ""Bar chart""}, {""id"": ""b"", ""text"": ""Pie chart""}, {""id"": ""c"", ""text"": ""Histogram""}, {""id"": ""d"", ""text"": ""Two-way table""}, {""id"": ""e"", ""text"": ""Scatterplot""}]",c,Histogram,,"Use the displayed visual to identify what is being counted, measured, shaded, or compared.","A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time. In this item, **Histogram** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,graph_choice_visual,multiple_choice,exact_choice,"Use the displayed visual to identify what is being counted, measured, shaded, or compared.",Match the visual feature to the exact wording of the question before choosing an answer.,,"A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time.","A histogram is the best match because the variable is quantitative and the goal is to display the distribution of one variable. Bar charts are for category counts, scatterplots compare two quantitative variables, and time plots require measurements over time. In this item, **Histogram** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",recreated_histogram_quantitative,recreated_histogram_quantitative,histogram_quantitative,{},above,True,recreated_histogram_quantitative,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_shape_center_spread_001,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,distribution_shape_description,core,multiple_choice,A histogram has a long tail stretching toward larger values. Which description best fits its shape?,"[{""id"": ""a"", ""text"": ""roughly symmetric""}, {""id"": ""b"", ""text"": ""skewed right""}, {""id"": ""c"", ""text"": ""bimodal""}, {""id"": ""d"", ""text"": ""skewed left""}]",b,skewed right,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **skewed right** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,shape_center_spread,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **skewed right** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_shape_center_spread_002,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,distribution_shape_description,core,multiple_choice,A histogram has a long tail stretching toward smaller values. Which description best fits its shape?,"[{""id"": ""a"", ""text"": ""skewed left""}, {""id"": ""b"", ""text"": ""skewed right""}, {""id"": ""c"", ""text"": ""roughly symmetric""}, {""id"": ""d"", ""text"": ""bimodal""}]",a,skewed left,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **skewed left** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,shape_center_spread,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **skewed left** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_shape_center_spread_003,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,distribution_shape_description,core,multiple_choice,A histogram has left and right sides that are approximately mirror images. Which description best fits its shape?,"[{""id"": ""a"", ""text"": ""roughly symmetric""}, {""id"": ""b"", ""text"": ""skewed left""}, {""id"": ""c"", ""text"": ""skewed right""}, {""id"": ""d"", ""text"": ""bimodal""}]",a,roughly symmetric,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **roughly symmetric** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,shape_center_spread,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **roughly symmetric** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_shape_center_spread_004,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",data_graphs,Data Types and Graphs,distribution_shape_description,core,multiple_choice,A histogram has two clear peaks. Which description best fits its shape?,"[{""id"": ""a"", ""text"": ""bimodal""}, {""id"": ""b"", ""text"": ""roughly symmetric""}, {""id"": ""c"", ""text"": ""skewed right""}, {""id"": ""d"", ""text"": ""skewed left""}]",a,bimodal,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **bimodal** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",audited,chatgpt_template_audit,shape_center_spread,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role.","The correct choice comes from matching the wording of the question to the statistical role being tested. First identify whether the item is asking about a variable, graph, parameter, summary, probability rule, or inference procedure, then choose the option that matches that role. In this item, **bimodal** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 1: individuals, variables, distributions, bar graphs, histograms, stemplots, time plots",True,2026-05-09,audited
module_1_summary_measure_selection_001,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,descriptive_summaries,core,multiple_choice,Which numerical summary is resistant to extreme outliers?,"[{""id"": ""a"", ""text"": ""Interquartile range""}, {""id"": ""b"", ""text"": ""Mean""}, {""id"": ""c"", ""text"": ""Standard deviation""}, {""id"": ""d"", ""text"": ""Median""}]",d,Median,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Median** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,summary_measure_selection,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Median** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
module_1_summary_measure_selection_002,module_1,"Module 1: Data Types, Graphs, and Descriptive Statistics",descriptive_stats,Descriptive Statistics,descriptive_summaries,core,multiple_choice,Which measure of center uses every data value and is pulled by outliers?,"[{""id"": ""a"", ""text"": ""Standard deviation""}, {""id"": ""b"", ""text"": ""Median""}, {""id"": ""c"", ""text"": ""Mean""}, {""id"": ""d"", ""text"": ""Interquartile range""}]",c,Mean,,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Mean** is the best choice because it matches what the question is asking you to identify.","BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",audited,chatgpt_template_audit,summary_measure_selection,multiple_choice,exact_choice,"Focus on the phrase in the question that names the statistical idea, not on the answer choices first.","Ask what object is being described: a variable, a distribution, a sample, a population parameter, or an inference method.",,"Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position.","Extreme values affect some summaries more than others. The mean and standard deviation use the actual sizes of all observations, so outliers and skewness can pull them. The median, quartiles, and IQR are more resistant because they depend more on order or position. In this item, **Mean** is the best choice because it matches what the question is asking you to identify.","Common mistakes include matching on a familiar word instead of checking the variable type, study design, distribution, or inference goal in context.",,,,{},above,False,,audited_template_expansion,"BPS6 Ch. 2: mean, median, quartiles, five-number summary, boxplots, outliers, standard deviation",True,2026-05-09,audited
